refSeq_name	chrom	strand	start	end	symbol_name
NM_001324242	chrX	-	107061887	107118827	RBM41
NM_001171080	chrX	-	107061887	107118827	RBM41
NR_136728	chrX	-	107061887	107118827	RBM41
NR_136729	chrX	-	107061887	107118827	RBM41
NR_136730	chrX	-	107061887	107118827	RBM41
NM_017681	chrX	-	107123426	107206440	NUP62CL
NR_033676	chrX	-	107123426	107206440	NUP62CL
NM_001169154	chrX	+	107206631	107244243	PIH1D3
NM_173494	chrX	+	107206631	107244243	PIH1D3
NR_046750	chrX	-	107512982	107545821	FRMPD3-AS1
NM_032428	chrX	+	107522449	107605251	FRMPD3
NM_002764	chrX	+	107628423	107651026	PRPS1
NM_001204402	chrX	+	107628423	107651026	PRPS1
NM_001015881	chrX	-	107713221	107716481	TSC22D3
NM_004089	chrX	-	107713221	107717061	TSC22D3
NM_198057	chrX	-	107713221	107775787	TSC22D3
NM_001318470	chrX	-	107713221	107775988	TSC22D3
NM_001318468	chrX	-	107713221	107775988	TSC22D3
NM_001348372	chrX	+	107777732	107795777	NCBP2L
NM_052817	chrX	+	107825853	107931637	MID2
NM_012216	chrX	+	107825853	107931637	MID2
NR_110395	chrX	-	107894596	107935980	LOC101928335
NM_031273	chrX	-	107980863	107982370	TEX13B
NM_001170553	chrX	+	108044969	108079184	VSIG1
NM_182607	chrX	+	108044969	108079184	VSIG1
NM_170750	chrX	-	108084204	108091644	PSMD10
NM_002814	chrX	-	108084204	108091644	PSMD10
NM_001321287	chrX	+	108091666	108154671	ATG4A
NM_001321288	chrX	+	108091666	108154671	ATG4A
NM_001321290	chrX	+	108091666	108154671	ATG4A
NM_052936	chrX	+	108091666	108154671	ATG4A
NM_178270	chrX	+	108091666	108154671	ATG4A
NR_135608	chrX	+	108091666	108154671	ATG4A
NM_001321289	chrX	+	108091666	108154671	ATG4A
NM_178271	chrX	+	108091666	108154671	ATG4A
NM_001287759	chrX	-	108155606	108438430	COL4A6
NM_001287760	chrX	-	108155606	108438430	COL4A6
NM_033641	chrX	-	108155606	108438430	COL4A6
NM_001287758	chrX	-	108155606	108438430	COL4A6
NM_001847	chrX	-	108155606	108439497	COL4A6
NM_033380	chrX	+	108439843	108697545	COL4A5
NM_000495	chrX	+	108439843	108697545	COL4A5
NM_003604	chrX	-	108732496	108736377	IRS4
NR_110652	chrX	+	108736539	108738903	LOC101928358
NR_106735	chrX	+	109054541	109054590	MIR6087
NM_001522	chrX	-	109372905	109482056	GUCY2F
NM_018698	chrX	+	109535780	109544698	NXT2
NM_001242617	chrX	+	109536829	109544698	NXT2
NM_001242618	chrX	+	109537117	109544698	NXT2
NM_012282	chrX	-	109623699	109625168	KCNE5
NM_001318510	chrX	-	109641329	109733403	ACSL4
NM_001318509	chrX	-	109641329	109733403	ACSL4
NM_004458	chrX	-	109641334	109733392	ACSL4
NM_022977	chrX	-	109641334	109733392	ACSL4
NR_039659	chrX	+	109870400	109870452	MIR4454
NM_017698	chrX	+	110002634	110177788	TMEM164
NM_001353851	chrX	+	110002634	110177788	TMEM164
NM_001353849	chrX	+	110002634	110184232	TMEM164
NM_032227	chrX	+	110003113	110177788	TMEM164
NM_001353850	chrX	+	110003113	110184232	TMEM164
NR_030381	chrX	+	110055328	110055426	MIR652
NR_039774	chrX	+	110082117	110082218	MIR3978
NM_015365	chrX	-	110194185	110318152	AMMECR1
NM_001025580	chrX	-	110194185	110318152	AMMECR1
NM_001171689	chrX	-	110194185	110440233	AMMECR1
NR_004379	chrX	-	110224988	110225060	SNORD96B
NM_020769	chrX	+	110419056	110456334	RTL9
NR_002718	chrX	+	110520311	110523021	TDGF1P3
NM_145234	chrX	-	110673855	110795848	CHRDL1
NM_001143983	chrX	-	110673855	110796058	CHRDL1
NM_001143982	chrX	-	110673855	110796058	CHRDL1
NM_001143981	chrX	-	110673855	110796058	CHRDL1
NM_001324330	chrX	+	110944240	111227361	PAK3
NM_001324325	chrX	+	110944240	111227361	PAK3
NM_001128166	chrX	+	110944240	111227361	PAK3
NM_001128167	chrX	+	110944240	111227361	PAK3
NR_136746	chrX	+	111096141	111129205	PAK3
NR_136742	chrX	+	111096141	111129205	PAK3
NR_136741	chrX	+	111096141	111129205	PAK3
NR_136740	chrX	+	111096141	111129205	PAK3
NR_136744	chrX	+	111096141	111129205	PAK3
NR_136743	chrX	+	111096141	111129205	PAK3
NR_136745	chrX	+	111096141	111129205	PAK3
NM_002578	chrX	+	111096141	111227361	PAK3
NM_001324333	chrX	+	111096141	111227361	PAK3
NM_001324331	chrX	+	111096141	111227361	PAK3
NM_001324326	chrX	+	111096141	111227361	PAK3
NR_136747	chrX	+	111096141	111227361	PAK3
NM_001324334	chrX	+	111096141	111227361	PAK3
NM_001324332	chrX	+	111096141	111227361	PAK3
NM_001324329	chrX	+	111096141	111227361	PAK3
NM_001324327	chrX	+	111096141	111227361	PAK3
NM_001324328	chrX	+	111096141	111227361	PAK3
NM_001128173	chrX	+	111096141	111227361	PAK3
NM_001128168	chrX	+	111096141	111227361	PAK3
NR_136748	chrX	+	111103158	111227361	PAK3
NM_001128172	chrX	+	111123076	111227361	PAK3
NM_014289	chrX	-	111245098	111270546	CAPN6
NM_000555	chrX	-	111293778	111411146	DCX
NM_178151	chrX	-	111293778	111412191	DCX
NM_178153	chrX	-	111293778	111412232	DCX
NM_001195553	chrX	-	111293778	111412232	DCX
NM_178152	chrX	-	111293778	111412232	DCX
NM_001354473	chrX	+	111511661	111522399	SERTM2
NM_001168385	chrX	+	111681117	111688799	ALG13
NM_018466	chrX	+	111681117	111688799	ALG13
NM_001324291	chrX	+	111681117	111688799	ALG13
NR_033125	chrX	+	111681117	111688799	ALG13
NM_001324290	chrX	+	111681117	111688799	ALG13
NM_001039210	chrX	+	111681117	111688799	ALG13
NM_001257230	chrX	+	111681117	111760647	ALG13
NM_001324292	chrX	+	111681117	111760647	ALG13
NM_001099922	chrX	+	111681117	111760647	ALG13
NR_148693	chrX	+	111681117	111760647	ALG13
NM_001257241	chrX	+	111681169	111688799	ALG13
NM_001257240	chrX	+	111681169	111688799	ALG13
NR_136735	chrX	+	111681169	111688799	ALG13
NM_001257235	chrX	+	111681169	111688799	ALG13
NM_001324293	chrX	+	111681169	111760647	ALG13
NM_001257234	chrX	+	111681169	111760647	ALG13
NM_001257237	chrX	+	111681169	111760647	ALG13
NM_001257231	chrX	+	111681169	111760647	ALG13
NM_001324294	chrX	+	111681656	111688799	ALG13
NM_001257239	chrX	+	111681656	111688799	ALG13
NM_012471	chrX	-	111774313	112082776	TRPC5
NM_001195576	chrX	+	111876050	111903985	TRPC5OS
NM_001195578	chrX	+	111876199	111903985	TRPC5OS
NM_001195577	chrX	+	111881896	111903985	TRPC5OS
NM_001004308	chrX	+	112083024	112457245	RTL4
NM_178175	chrX	-	112630650	112680147	LHFPL1
NM_001113490	chrX	-	112774876	112823126	AMOT
NM_133265	chrX	-	112774876	112840815	AMOT
NR_036255	chrX	-	112780717	112780788	MIR4329
NR_110399	chrX	+	113042726	113520614	LOC101928437
NR_131204	chrX	-	113616299	113938218	XACT
NM_001256761	chrX	+	114584077	114910061	HTR2C
NM_000868	chrX	+	114584077	114910061	HTR2C
NM_001256760	chrX	+	114584077	114910061	HTR2C
NR_002993	chrX	+	114630796	114630924	SNORA35
NR_031581	chrX	+	114639434	114639519	MIR764
NR_031733	chrX	+	114651543	114651623	MIR1912
NR_031563	chrX	+	114652654	114652723	MIR1264
NR_031578	chrX	+	114715232	114715344	MIR1298
NR_031732	chrX	+	114763183	114763263	MIR1911
NR_029955	chrX	+	114823453	114823564	MIR448
NM_000640	chrX	-	115003974	115017644	IL13RA2
NM_020871	chrX	-	115110619	115234072	LRCH2
NM_001243963	chrX	-	115110619	115234072	LRCH2
NR_145764	chrX	-	115126315	115126442	SNORA35B
NM_001145346	chrX	+	115189399	115192868	RBMXL3
NM_016383	chrX	+	115289716	115307556	LUZP4
NM_001318840	chrX	+	115289716	115307556	LUZP4
NR_110383	chrX	-	115518188	115562731	PLS3-AS1
NR_110384	chrX	-	115518188	115562731	PLS3-AS1
NM_001282337	chrX	+	115560849	115650859	PLS3
NM_005032	chrX	+	115560849	115650859	PLS3
NM_001282338	chrX	+	115593506	115650859	PLS3
NM_001136025	chrX	+	115593506	115650859	PLS3
NM_001172335	chrX	+	115593506	115650859	PLS3
NR_132337	chrX	-	115840395	115969111	DANT2
NR_147173	chrX	+	115840963	115905527	DANT1
NR_147172	chrX	+	115840963	115905527	DANT1
NR_130730	chrX	-	115917270	115969111	DANT2
NM_000686	chrX	+	116170704	116174972	AGTR2
NM_007231	chrX	+	116436578	116461458	SLC6A14
NM_001017978	chrX	-	116461685	116463033	CT83
NR_145523	chrX	-	116810930	116817860	LOC100126447
NM_033495	chrX	-	117897812	117973738	KLHL13
NM_001168300	chrX	-	117897812	117973797	KLHL13
NM_001168299	chrX	-	117897812	117985413	KLHL13
NM_001168303	chrX	-	117897812	118116865	KLHL13
NM_001168302	chrX	-	117897812	118116865	KLHL13
NM_001168301	chrX	-	117897812	118117340	KLHL13
NM_001184966	chrX	+	118346072	118449960	WDR44
NM_001184965	chrX	+	118346072	118449960	WDR44
NM_019045	chrX	+	118346072	118449960	WDR44
NR_031685	chrX	+	118386393	118386471	MIR1277
NM_144658	chrX	+	118495908	118686160	DOCK11
NM_001560	chrX	+	118727595	118794533	IL13RA1
NM_173798	chrX	+	118823742	118826973	ZCCHC12
NM_001312891	chrX	+	118823742	118826973	ZCCHC12
NR_110393	chrX	+	118839555	118882014	LINC01285
NM_024778	chrX	+	118974613	119018355	LONRF3
NR_110311	chrX	+	118974613	119018355	LONRF3
NM_001031855	chrX	+	118974613	119018355	LONRF3
NM_001289109	chrX	+	118976331	119018355	LONRF3
NM_020721	chrX	-	119078634	119150579	KIAA1210
NM_006667	chrX	+	119236244	119244466	PGRMC1
NM_001282621	chrX	+	119236244	119244466	PGRMC1
NR_110396	chrX	+	119291528	119335610	LOC101928336
NM_145305	chrX	+	119399294	119454474	SLC25A43
NR_134915	chrX	-	119466032	119468262	SLC25A5-AS1
NR_028443	chrX	-	119466032	119469120	SLC25A5-AS1
NR_134914	chrX	-	119466423	119469098	SLC25A5-AS1
NM_001152	chrX	+	119468399	119471396	SLC25A5
NM_001170569	chrX	-	119538148	119565409	CXorf56
NM_001170570	chrX	-	119538148	119565434	CXorf56
NM_022101	chrX	-	119538148	119565434	CXorf56
NM_181762	chrX	+	119574466	119584429	UBE2A
NM_003336	chrX	+	119574466	119584429	UBE2A
NM_001282161	chrX	+	119574466	119584429	UBE2A
NM_001173488	chrX	-	119588336	119593150	NKRF
NM_017544	chrX	-	119588336	119605883	NKRF
NM_001173487	chrX	-	119588336	119605883	NKRF
NM_145802	chrX	-	119615724	119693370	SEPT6
NM_145800	chrX	-	119615724	119693370	SEPT6
NM_015129	chrX	-	119616945	119693370	SEPT6
NM_145799	chrX	-	119616945	119693370	SEPT6
NR_030413	chrX	-	119646737	119646848	MIR766
NM_001105576	chrX	+	119758612	119760202	SOWAHD
NM_001000	chrX	-	119786503	119791659	RPL39
NR_002584	chrX	-	119787352	119787484	SNORA69
NM_080632	chrX	-	119834025	119853028	UPF3B
NM_023010	chrX	-	119834025	119853028	UPF3B
NM_006978	chrX	-	119870531	119871828	RNF113A
NM_004541	chrX	+	119871770	119876666	NDUFA1
NM_001008535	chrX	+	119895972	119903657	AKAP14
NM_178813	chrX	+	119895972	119920716	AKAP14
NM_001008534	chrX	+	119895972	119920716	AKAP14
NM_024528	chrX	-	119925049	119943772	NKAP
NR_131250	chrX	-	120010716	120015551	RHOXF1P1
NR_131238	chrX	+	120036235	120146855	RHOXF1-AS1
NM_001099685	chrX	-	120072263	120077693	RHOXF2B
NM_032498	chrX	-	120072263	120077742	RHOXF2
NM_139282	chrX	-	120109052	120115937	RHOXF1
NR_126557	chrX	-	120117641	120119700	LINC01402
NM_032498	chrX	+	120158560	120164039	RHOXF2
NM_001099685	chrX	+	120158609	120164039	RHOXF2B
NR_027131	chrX	-	120236455	120245267	NKAPP1
NM_006777	chrX	+	120250751	120258396	ZBTB33
NM_001184742	chrX	+	120250754	120258396	ZBTB33
NM_001104544	chrX	-	120258649	120311536	TMEM255A
NM_017938	chrX	-	120258649	120311536	TMEM255A
NM_001104545	chrX	-	120258649	120311536	TMEM255A
NM_001142447	chrX	+	120362084	120383249	ATP1B4
NM_012069	chrX	+	120362084	120383249	ATP1B4
NM_002294	chrX	-	120426147	120469349	LAMP2
NM_001122606	chrX	-	120426147	120469349	LAMP2
NM_013995	chrX	-	120436493	120469349	LAMP2
NM_001079872	chrX	-	120524590	120560962	CUL4B
NM_001330624	chrX	-	120524590	120561543	CUL4B
NM_003588	chrX	-	120524590	120575829	CUL4B
NM_014060	chrX	+	120603888	120621161	MCTS1
NM_001137554	chrX	+	120604696	120621161	MCTS1
NM_152692	chrX	-	120625673	120630150	C1GALT1C1
NM_001011551	chrX	-	120625673	120630150	C1GALT1C1
NM_001145718	chrX	-	120872597	120875925	CT47B1
NM_001242922	chrX	-	120877490	120932297	CT47A12
NM_173571	chrX	-	120877490	120932297	CT47A11
NM_001080143	chrX	-	120877490	120932297	CT47A4
NM_001080145	chrX	-	120877490	120932297	CT47A2
NM_001080146	chrX	-	120877490	120932297	CT47A1
NM_001080144	chrX	-	120877490	120932297	CT47A3
NM_001080137	chrX	-	120877490	120932297	CT47A10
NM_001080142	chrX	-	120877490	120932297	CT47A5
NM_001080139	chrX	-	120877490	120932297	CT47A8
NM_001080138	chrX	-	120877490	120932297	CT47A9
NM_001080145	chrX	-	120933840	120937158	CT47A2
NM_001080144	chrX	-	120933840	120937158	CT47A3
NM_001242922	chrX	-	120933840	120937158	CT47A12
NM_173571	chrX	-	120933840	120937158	CT47A11
NM_001080143	chrX	-	120933840	120937158	CT47A4
NM_001080146	chrX	-	120933840	120937158	CT47A1
NM_001080137	chrX	-	120933840	120937158	CT47A10
NM_001080142	chrX	-	120933840	120937158	CT47A5
NM_001080141	chrX	-	120933840	120937158	CT47A6
NM_001080139	chrX	-	120933840	120937158	CT47A8
NM_001080138	chrX	-	120933840	120937158	CT47A9
NM_001080144	chrX	-	120938700	120942019	CT47A3
NM_001080146	chrX	-	120938700	120942019	CT47A1
NM_001242922	chrX	-	120938700	120942019	CT47A12
NM_173571	chrX	-	120938700	120942019	CT47A11
NM_001080143	chrX	-	120938700	120942019	CT47A4
NM_001080145	chrX	-	120938700	120942019	CT47A2
NM_001080137	chrX	-	120938700	120942019	CT47A10
NM_001080142	chrX	-	120938700	120942019	CT47A5
NM_001080141	chrX	-	120938700	120942019	CT47A6
NM_001080139	chrX	-	120938700	120942019	CT47A8
NM_001080138	chrX	-	120938700	120942019	CT47A9
NM_001242922	chrX	-	120943560	120946879	CT47A12
NM_173571	chrX	-	120943560	120946879	CT47A11
NM_001080146	chrX	-	120943560	120946879	CT47A1
NM_001080144	chrX	-	120943560	120946879	CT47A3
NM_001080143	chrX	-	120943560	120946879	CT47A4
NM_001080145	chrX	-	120943560	120946879	CT47A2
NM_001080137	chrX	-	120943560	120946879	CT47A10
NM_001080142	chrX	-	120943560	120946879	CT47A5
NM_001080141	chrX	-	120943560	120946879	CT47A6
NM_001080139	chrX	-	120943560	120946879	CT47A8
NM_001080138	chrX	-	120943560	120946879	CT47A9
NM_001242922	chrX	-	120948422	120951740	CT47A12
NM_173571	chrX	-	120948422	120951740	CT47A11
NM_001080144	chrX	-	120948422	120951740	CT47A3
NM_001080143	chrX	-	120948422	120951740	CT47A4
NM_001080146	chrX	-	120948422	120951740	CT47A1
NM_001080145	chrX	-	120948422	120951740	CT47A2
NM_001080137	chrX	-	120948422	120951740	CT47A10
NM_001080142	chrX	-	120948422	120951740	CT47A5
NM_001080141	chrX	-	120948422	120951740	CT47A6
NM_001080139	chrX	-	120948422	120951740	CT47A8
NM_001080138	chrX	-	120948422	120951740	CT47A9
NM_001080140	chrX	-	120953282	120956600	CT47A7
NM_001080141	chrX	-	120958165	120961483	CT47A6
NM_001080146	chrX	-	120958165	120966344	CT47A1
NM_001242922	chrX	-	120963025	120966344	CT47A12
NM_173571	chrX	-	120963025	120966344	CT47A11
NM_001080144	chrX	-	120963025	120966344	CT47A3
NM_001080143	chrX	-	120963025	120966344	CT47A4
NM_001080145	chrX	-	120963025	120966344	CT47A2
NM_001080137	chrX	-	120963025	120966344	CT47A10
NM_001080142	chrX	-	120963025	120966344	CT47A5
NM_001080141	chrX	-	120963025	120966344	CT47A6
NM_001080139	chrX	-	120963025	120966344	CT47A8
NM_001080138	chrX	-	120963025	120966344	CT47A9
NM_001242922	chrX	-	120967885	120971204	CT47A12
NM_173571	chrX	-	120967885	120971204	CT47A11
NM_001080144	chrX	-	120967885	120971204	CT47A3
NM_001080143	chrX	-	120967885	120971204	CT47A4
NM_001080146	chrX	-	120967885	120971204	CT47A1
NM_001080145	chrX	-	120967885	120971204	CT47A2
NM_001080137	chrX	-	120967885	120971204	CT47A10
NM_001080138	chrX	-	120967885	120971204	CT47A9
NM_001080142	chrX	-	120967885	120971204	CT47A5
NM_001080141	chrX	-	120967885	120971204	CT47A6
NM_001080139	chrX	-	120967885	120971204	CT47A8
NM_173571	chrX	-	120972745	120976064	CT47A11
NM_001242922	chrX	-	120972745	120976064	CT47A12
NM_001080144	chrX	-	120972745	120976064	CT47A3
NM_001080143	chrX	-	120972745	120976064	CT47A4
NM_001080146	chrX	-	120972745	120976064	CT47A1
NM_001080145	chrX	-	120972745	120976064	CT47A2
NM_001080137	chrX	-	120972745	120976064	CT47A10
NM_001080138	chrX	-	120972745	120976064	CT47A9
NM_001080142	chrX	-	120972745	120976064	CT47A5
NM_001080141	chrX	-	120972745	120976064	CT47A6
NM_001080139	chrX	-	120972745	120976064	CT47A8
NM_173571	chrX	-	120977605	120980924	CT47A11
NM_001242922	chrX	-	120977605	120980924	CT47A12
NM_001080144	chrX	-	120977605	120980924	CT47A3
NM_001080143	chrX	-	120977605	120980924	CT47A4
NM_001080146	chrX	-	120977605	120980924	CT47A1
NM_001080145	chrX	-	120977605	120980924	CT47A2
NM_001080137	chrX	-	120977605	120980924	CT47A10
NM_001080138	chrX	-	120977605	120980924	CT47A9
NM_001080142	chrX	-	120977605	120980924	CT47A5
NM_001080141	chrX	-	120977605	120980924	CT47A6
NM_001080139	chrX	-	120977605	120980924	CT47A8
NM_173571	chrX	-	120982465	120985784	CT47A11
NM_001242922	chrX	-	120982465	120985784	CT47A12
NM_001080144	chrX	-	120982465	120985784	CT47A3
NM_001080146	chrX	-	120982465	120985784	CT47A1
NM_001080145	chrX	-	120982465	120985784	CT47A2
NM_001080137	chrX	-	120982465	120985784	CT47A10
NM_001080138	chrX	-	120982465	120985784	CT47A9
NM_001080143	chrX	-	120982465	120985784	CT47A4
NM_001080142	chrX	-	120982465	120985784	CT47A5
NM_001080141	chrX	-	120982465	120985784	CT47A6
NM_001080139	chrX	-	120982465	120985784	CT47A8
NM_012084	chrX	+	121047607	121049942	GLUD2
NR_037444	chrX	+	121370971	121371053	MIR3672
NM_001256743	chrX	+	123184242	123204682	GRIA3
NM_000828	chrX	+	123184242	123490915	GRIA3
NM_007325	chrX	+	123184242	123490915	GRIA3
NM_001081550	chrX	-	123600560	123733054	THOC2
NM_001204401	chrX	+	123859811	123913979	XIAP
NR_037916	chrX	+	123860166	123913979	XIAP
NM_001167	chrX	+	123860166	123913979	XIAP
NR_130770	chrX	-	123959232	123961341	LOC101928402
NM_001042749	chrX	+	123960559	124102655	STAG2
NM_001282418	chrX	+	123961311	124102655	STAG2
NM_006603	chrX	+	123961705	124102655	STAG2
NM_001042750	chrX	+	123961705	124102655	STAG2
NM_001042751	chrX	+	123961705	124102655	STAG2
NM_001355534	chrX	+	124332659	124336862	TEX13D
NM_002351	chrX	+	124346281	124373161	SH2D1A
NM_001114937	chrX	+	124346281	124373161	SH2D1A
NM_001163279	chrX	-	124375905	124963817	TENM1
NM_001163278	chrX	-	124375905	124963817	TENM1
NM_014253	chrX	-	124375905	124963817	TENM1
NM_001195272	chrX	+	125319870	125325214	TEX13C
NR_110409	chrX	+	126109761	126115562	LOC101928495
NM_001013628	chrX	-	126163498	126166097	DCAF12L2
NM_178470	chrX	-	126549382	126552859	DCAF12L1
NM_001122716	chrX	+	126819763	126821785	PRR32
NM_138289	chrX	-	128050961	128052403	ACTRT1
NM_001282875	chrX	-	129446500	129523505	SMARCA1
NM_003069	chrX	-	129446500	129523505	SMARCA1
NM_001282874	chrX	-	129446500	129523505	SMARCA1
NM_001318784	chrX	+	129540254	129592560	OCRL
NM_001587	chrX	+	129540274	129592553	OCRL
NM_000276	chrX	+	129540274	129592553	OCRL
NM_017413	chrX	-	129645258	129654956	APLN
NM_003399	chrX	+	129738969	129769549	XPNPEP2
NM_018990	chrX	+	129779915	129795200	SASH3
NM_001008222	chrX	-	129803287	129843585	ZDHHC9
NM_016032	chrX	-	129803287	129843934	ZDHHC9
NM_006649	chrX	+	129906120	129929762	UTP14A
NM_001166221	chrX	+	129906120	129929762	UTP14A
NM_021946	chrX	+	130005187	130058083	BCORL1
NM_001184772	chrX	+	130005187	130058083	BCORL1
NM_001421	chrX	-	130064919	130110500	ELF4
NM_001127197	chrX	-	130064919	130110713	ELF4
NM_001130846	chrX	-	130129362	130138040	AIFM1
NM_001130847	chrX	-	130129362	130165887	AIFM1
NM_145812	chrX	-	130129362	130165887	AIFM1
NM_004208	chrX	-	130129362	130165887	AIFM1
NR_132647	chrX	-	130129362	130165887	AIFM1
NM_004794	chrX	+	130171798	130184870	RAB33A
NM_017666	chrX	-	130202698	130268948	ZNF280C
NM_001282198	chrX	+	130339887	130373361	SLC25A14
NM_001282197	chrX	+	130339887	130373361	SLC25A14
NR_104107	chrX	+	130339887	130373361	SLC25A14
NM_001282196	chrX	+	130339887	130373361	SLC25A14
NM_001282195	chrX	+	130339887	130373361	SLC25A14
NM_178471	chrX	-	130384344	130385537	GPR119
NM_016024	chrX	+	130401948	130413656	RBMX2
NR_027141	chrX	+	130494940	130497447	FAM45BP
NM_006375	chrX	-	130623380	130903317	ENOX2
NM_001281736	chrX	-	130623380	130903317	ENOX2
NM_182314	chrX	-	130623380	130903317	ENOX2
NR_135655	chrX	+	130802635	130806398	LOC105373338
NR_126350	chrX	-	131016468	131058146	LINC01201
NM_144967	chrX	+	131058241	131089883	ARHGAP36
NM_001282607	chrX	+	131058241	131089885	ARHGAP36
NM_001330651	chrX	+	131082434	131089885	ARHGAP36
NM_001170961	chrX	-	131273505	131289429	IGSF1
NM_001170962	chrX	-	131273505	131289429	IGSF1
NM_001555	chrX	-	131273505	131289429	IGSF1
NM_001170963	chrX	-	131284165	131289061	IGSF1
NM_205833	chrX	-	131284165	131289429	IGSF1
NM_001004486	chrX	+	131544073	131545000	OR13H1
NR_152876	chrX	-	131691527	131830643	FIRRE
NR_026975	chrX	-	131702649	131830643	FIRRE
NM_016542	chrX	+	132023216	132075943	STK26
NM_001042453	chrX	+	132023216	132075943	STK26
NM_001042452	chrX	+	132023607	132075943	STK26
NM_001306193	chrX	-	132076985	132128020	FRMD7
NM_194277	chrX	-	132076992	132128022	FRMD7
NM_021183	chrX	-	132203023	132218161	RAP2C
NR_073150	chrX	-	132203023	132219480	RAP2C
NM_001271187	chrX	-	132203023	132219480	RAP2C
NM_001271186	chrX	-	132203023	132219480	RAP2C
NR_110410	chrX	+	132218506	132432811	RAP2C-AS1
NM_001170702	chrX	-	132369314	132413575	MBNL3
NM_001170701	chrX	-	132369314	132413575	MBNL3
NM_001170703	chrX	-	132369314	132413608	MBNL3
NM_133486	chrX	-	132369314	132439690	MBNL3
NM_018388	chrX	-	132369314	132439690	MBNL3
NM_001170704	chrX	-	132369314	132489968	MBNL3
NM_147175	chrX	-	132626009	132961395	HS6ST2
NM_001077188	chrX	-	132626009	132961395	HS6ST2
NR_046691	chrX	+	132667641	132669887	HS6ST2-AS1
NM_031907	chrX	-	133025478	133028272	USP26
NM_016521	chrX	-	133216668	133218348	TFDP3
NM_001448	chrX	-	133301035	133415177	GPC4
NM_001164619	chrX	-	133535745	133985646	GPC3
NM_001164618	chrX	-	133535745	133985646	GPC3
NM_001164617	chrX	-	133535745	133985646	GPC3
NM_004484	chrX	-	133535745	133985646	GPC3
NR_148713	chrX	+	133897442	133897921	GPC3-AS1
NR_029852	chrX	-	134169377	134169452	MIR363
NR_029509	chrX	-	134169537	134169612	MIR92A2
NR_029491	chrX	-	134169670	134169766	MIR19B2
NR_029950	chrX	-	134169808	134169877	MIR20B
NR_029949	chrX	-	134170040	134170111	MIR18B
NR_029523	chrX	-	134170197	134170278	MIR106A
NM_001353453	chrX	+	134237212	134246207	CCDC160
NM_001101357	chrX	+	134237212	134246207	CCDC160
NM_032335	chrX	+	134373311	134415291	PHF6
NM_032458	chrX	+	134373311	134428792	PHF6
NM_001015877	chrX	+	134373311	134428792	PHF6
NM_000194	chrX	+	134460144	134500668	HPRT1
NR_030587	chrX	-	134540184	134540262	MIR450B
NR_029962	chrX	-	134540340	134540431	MIR450A1
NR_030227	chrX	-	134540507	134540607	MIR450A2
NR_030399	chrX	-	134541340	134541437	MIR542
NR_024607	chrX	-	134543376	134546630	MIR503HG
NR_030228	chrX	-	134546327	134546398	MIR503
NR_029946	chrX	-	134546613	134546711	MIR424
NR_038998	chrX	+	134550023	134560398	LINC00629
NM_001316889	chrX	-	134565842	134658483	PLAC1
NM_021796	chrX	-	134565842	134658483	PLAC1
NM_001316888	chrX	-	134565842	134733636	PLAC1
NM_001316887	chrX	-	134565842	134764322	PLAC1
NM_001331093	chrX	-	134769565	134796355	FAM122B
NM_001331092	chrX	-	134769565	134796355	FAM122B
NM_001331089	chrX	-	134769565	134796355	FAM122B
NM_001166599	chrX	-	134769565	134796355	FAM122B
NM_001331088	chrX	-	134769565	134796355	FAM122B
NM_001170756	chrX	-	134769565	134796355	FAM122B
NM_145284	chrX	-	134769565	134796355	FAM122B
NM_001331091	chrX	-	134769565	134796355	FAM122B
NM_001331090	chrX	-	134769565	134796355	FAM122B
NM_001331094	chrX	-	134769565	134796355	FAM122B
NM_001166600	chrX	-	134769565	134797232	FAM122B
NM_001170757	chrX	-	134769565	134797232	FAM122B
NM_001170780	chrX	+	134796412	134822985	FAM122C
NM_001170784	chrX	+	134807174	134822985	FAM122C
NM_001170782	chrX	+	134807174	134822985	FAM122C
NM_001170781	chrX	+	134807192	134811181	FAM122C
NM_001170783	chrX	+	134807192	134822985	FAM122C
NM_001170779	chrX	+	134807192	134854611	FAM122C
NM_138819	chrX	+	134807192	134854611	FAM122C
NM_001306188	chrX	-	134887625	134915344	MOSPD1
NM_019556	chrX	-	134887625	134915344	MOSPD1
NR_134925	chrX	+	134949548	134953381	LINC02243
NM_001163438	chrX	+	134990937	134992473	SMIM10
NM_001078173	chrX	-	135020503	135022536	RTL8B
NM_001078171	chrX	+	135032302	135033545	RTL8C
NM_001134321	chrX	-	135050932	135052191	RTL8A
NM_001078172	chrX	-	135050932	135052191	RTL8A
NM_001348255	chrX	-	135094984	135098634	SMIM10L2B
NM_001355519	chrX	-	135118955	135120526	ETDB
NR_103770	chrX	+	135120620	135123601	SMIM10L2B-AS1
NM_017863	chrX	-	135156535	135171827	CT55
NM_001031705	chrX	-	135156535	135171827	CT55
NR_110381	chrX	-	135248588	135344087	ZNF75D
NM_001355522	chrX	+	135252060	135253582	ETDA
NM_001185063	chrX	-	135285786	135296039	ZNF75D
NM_007131	chrX	-	135285786	135344087	ZNF75D
NM_001358449	chrX	+	135309479	135309659	ETDC
NM_152695	chrX	+	135344770	135363413	ZNF449
NR_104652	chrX	+	135396428	135397747	LOC100506790
NM_203306	chrX	+	135421932	135428074	SMIM10L2A
NR_046740	chrX	-	135520082	135520674	INTS6L-AS1
